country,age,education,gender,ethnicity,organization_type,job_industry,primary_job_function,current_role,planned_job_postings,python,r_programming,java,java_script,c_c++,c#,julia,html_css,bash_shell,sql,go,php,rust,typescript,"in_your_work,_how_much_more_time_have_you_spent_this_year_on_generative_ai_techniques_such_as_generative_adversarial_networks_gans,_variational_autoencoders_vaes,_or_transformer_models_compared_to_last_year",what_are_you_using_generative_ai_for_select_all_that_apply__selected_choice,has_your_company_already_hired_or_plan_on_hiring_any_of_the_following_roles_select_all_that_apply__selected_choice,"what_topics,_tools,_or_skills_are_covered_in_your_courses_in_preparation_for_entering_the_data_science_ml_field_select_all_that_apply","in_your_opinion,_what_is_the_biggest_obstacle_to_obtaining_the_experience_required_for_a_career_in_data_science_or_related_fields__selected_choice",what_would_be_your_ideal_job_title__selected_choice
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,BLACK,GOVERNMENT AGENCY,GOVERNMENT,APPLIED SCIENTIST,IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,GOVERNMENT,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,,,,,,,,,,92,,,,,THE SAME AMOUNT,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",NONE OF THESE,,,
UNITED STATES,42-57,DOCTORAL DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,96,,,,,,,,,3,,,,,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST",,,
UNITED STATES,68,MASTER’S DEGREE,MALE,WHITE,NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),OTHER (PLEASE INDICATE BELOW),STUDENT,,,,,,,,,,,,,,,,,,,"MACHINE LEARNING,DEEP LEARNING,PYTHON",LACK OF CLARITY SURROUNDING REQUIRED EXPERIENCE,OTHER (PLEASE INDICATE BELOW)
UNITED STATES,26-41,DOCTORAL DEGREE,FEMALE,EAST ASIAN,EDUCATIONAL INSTITUTION,EDUCATION,RESEARCH SCIENTIST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,68,DOCTORAL DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,EDUCATION,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,58-67,MASTER’S DEGREE,MALE,WHITE,NOT APPLICABLE (STUDENT),EDUCATION,NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,ENGINEERING SKILLS,PROBABILITY AND STATISTICS,BUSINESS ANALYTICS,BIG DATA MANAGEMENT,NLP,DATA VISUALIZATION,ETHICS IN DATA SCIENCE/MACHINE LEARNING,PYTHON,R,SQL",LACK OF CLARITY SURROUNDING REQUIRED EXPERIENCE,DATA SCIENTIST
UNITED STATES,26-41,DOCTORAL DEGREE,MALE,"BLACK,LATINE/HISPANIC",NOT-FOR-PROFIT ORGANIZATION,FINANCE,OTHER (PLEASE INDICATE BELOW),OTHER,,100,26,58,54,,,,73,,48,,39,,62,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS",NONE OF THESE,,,
UNITED STATES,58-67,SOME COLLEGE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FOOD & BEVERAGE,OTHER (PLEASE INDICATE BELOW),IT ADMIN / INFORMATION SECURITY,OTHER (PLEASE INDICATE BELOW),,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,AUTOMOTIVE,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,26,50,,,,,,,,28,,,,,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",BIG DATA ENGINEER,,,
UNITED STATES,18-25,BACHELOR’S DEGREE,FEMALE,"WHITE,LATINE/HISPANIC",NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"PROBABILITY AND STATISTICS,MACHINE LEARNING,DEEP LEARNING,ADVANCED MATHEMATICS,DATA VISUALIZATION,PYTHON,R,SQL",FINDING AN INTERNSHIP,DATA SCIENTIST
UNITED STATES,42-57,MASTER’S DEGREE,MALE,EAST ASIAN,NOT-FOR-PROFIT ORGANIZATION,HEALTHCARE,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST",,,,,,,,,,,,,,,,,,,,
UNITED STATES,58-67,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,HEALTHCARE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,23,,,,,,,,,78,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,OTHER (PLEASE INDICATE BELOW),,,
UNITED STATES,26-41,DOCTORAL DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FOOD & BEVERAGE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,100,24,,24,,,,24,71,100,,,,,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),OTHER (PLEASE INDICATE BELOW)","AI ENGINEER,PROMPT ENGINEER",,,
UNITED STATES,26-41,SOME COLLEGE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,TELECOMMUNICATIONS,OTHER (PLEASE INDICATE BELOW),IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FOOD & BEVERAGE,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,EAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,ML ENGINEER,DATA SCIENCE PRACTITIONER,,98,69,99,30,100,72,36,64,83,100,28,45,46,,THE SAME AMOUNT,AUTOMATING TASKS,AI ENGINEER,,,
UNITED STATES,58-67,HIGH SCHOOL OR EQUIVALENT,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,INSURANCE,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,DECLINE TO ANSWER,COMMERCIAL (FOR-PROFIT) ENTITY,PROFESSIONAL SERVICES,OTHER (PLEASE INDICATE BELOW),DATA SCIENCE PRACTITIONER,,100,0,74,52,,,,54,,63,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,BIG DATA ENGINEER,,,
UNITED STATES,68,BACHELOR’S DEGREE,MALE,EAST ASIAN,NOT-FOR-PROFIT ORGANIZATION,GOVERNMENT,DEVELOPER,DATA SCIENCE PRACTITIONER,,79,,,55,,,,79,78,78,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,BIG DATA ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,"WHITE,EAST ASIAN",NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),DATA SCIENTIST,STUDENT,,,,,,,,,,,,,,,,,,,"COMMUNICATION SKILLS,PROBABILITY AND STATISTICS,MACHINE LEARNING,DEEP LEARNING,NLP,DATA VISUALIZATION,ETHICS IN DATA SCIENCE/MACHINE LEARNING,COMPUTER VISION/IMAGE PROCESSING,PYTHON,SQL",SATURATED FIELD MAKES IT DIFFICULT TO STAND OUT,DATA SCIENTIST
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,ENGINEERING,BUSINESS ANALYST,IT ADMIN / INFORMATION SECURITY,AI DATA ANALYST,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,HIGH SCHOOL OR EQUIVALENT,FEMALE,WHITE,GOVERNMENT AGENCY,TECHNOLOGY,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,APPLIED SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,"AI DATA ANALYST,PROMPT ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,GOVERNMENT,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,"AI DATA ANALYST,COMPUTER VISION ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,SOME COLLEGE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,FOOD & BEVERAGE,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,"PROMPT ENGINEER,AI AUDITOR,MACHINE MANAGER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,FINANCE,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,"AI ETHICIST,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,SOME COLLEGE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,EDUCATION,DEVELOPER,DATA SCIENCE PRACTITIONER,,47,71,55,84,59,47,44,71,60,48,76,75,77,44,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI ETHICIST,COMPUTER VISION ENGINEER",,,
UNITED STATES,26-41,HIGH SCHOOL OR EQUIVALENT,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENERGY,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,55,83,50,80,61,48,84,54,62,50,62,100,83,55,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI ETHICIST,NONE OF THESE",,,
UNITED STATES,26-41,SOME COLLEGE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSULTING,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,100,69,50,51,62,84,54,73,52,77,52,74,51,71,THE SAME AMOUNT,AUTOMATING TASKS,"PROMPT ENGINEER,AI AUDITOR",,,
UNITED STATES,18-25,SOME COLLEGE,MALE,EAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,INSURANCE,DATA ENGINEER,STUDENT,,,,,,,,,,,,,,,,,,,"COMMUNICATION SKILLS,PROBABILITY AND STATISTICS,JAVASCRIPT",LACK OF SOCIAL CAPITAL OR MENTOR RELATIONSHIPS,DATA SCIENTIST
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,LATINE/HISPANIC,COMMERCIAL (FOR-PROFIT) ENTITY,,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,WHITE,NOT APPLICABLE (STUDENT),EDUCATION,RESEARCH SCIENTIST,STUDENT,,,,,,,,,,,,,,,,,,,"BUSINESS KNOWLEDGE,COMMUNICATION SKILLS,DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,ENGINEERING SKILLS,PROBABILITY AND STATISTICS,BUSINESS ANALYTICS,BIG DATA MANAGEMENT,MACHINE LEARNING,DEEP LEARNING,NLP,ADVANCED MATHEMATICS,DATA VISUALIZATION,ETHICS IN DATA SCIENCE/MACHINE LEARNING,COMPUTER VISION/IMAGE PROCESSING,PYTHON,JAVASCRIPT,SQL",LACK OF SOCIAL CAPITAL OR MENTOR RELATIONSHIPS,DATA SCIENTIST
UNITED STATES,68,DOCTORAL DEGREE,MALE,DECLINE TO ANSWER,NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"PROBABILITY AND STATISTICS,MACHINE LEARNING,DEEP LEARNING,NLP,ADVANCED MATHEMATICS,COMPUTER VISION/IMAGE PROCESSING,PYTHON",FINDING AN INTERNSHIP,OTHER (PLEASE INDICATE BELOW)
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,INSURANCE,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,58-67,MASTER’S DEGREE,MALE,BLACK,GOVERNMENT AGENCY,TECHNOLOGY,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,"PROMPT ENGINEER,MACHINE MANAGER,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,EAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,CONSULTING,DEVELOPER,DATA SCIENCE PRACTITIONER,,20,0,,44,,100,0,100,,100,,51,,,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",NONE OF THESE,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,FINANCE,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,96,40,17,65,35,50,51,31,56,71,44,58,41,56,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS,NOT CURRENTLY USING","PROMPT ENGINEER,AI ETHICIST,COMPUTER VISION ENGINEER",,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,"WHITE,LATINE/HISPANIC",NOT-FOR-PROFIT ORGANIZATION,HEALTHCARE,OTHER (PLEASE INDICATE BELOW),DATA SCIENCE PRACTITIONER,,100,25,,,,,,,,100,,,,,LESS,NOT CURRENTLY USING,NONE OF THESE,,,
UNITED STATES,26-41,DOCTORAL DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,GOVERNMENT,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,100,9,,,,,,7,,49,,,,,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS,OTHER (PLEASE INDICATE BELOW)",NONE OF THESE,,,
UNITED STATES,42-57,DOCTORAL DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,UTILITIES,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,MACHINE MANAGER,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,SOME COLLEGE,MALE,WHITE,EDUCATIONAL INSTITUTION,MANUFACTURING,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,31,34,35,31,29,33,34,33,30,52,30,31,30,30,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)","AI DATA ANALYST,PROMPT ENGINEER",,,
UNITED STATES,26-41,SOME COLLEGE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,MANUFACTURING,ML ENGINEER,DATA SCIENCE PRACTITIONER,,32,35,29,37,33,33,34,29,33,47,34,28,34,37,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","PROMPT ENGINEER,AI AUDITOR",,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,27,32,32,37,29,29,34,29,33,52,30,28,34,37,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS",AI ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSTRUCTION,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,40,29,27,,,30,27,21,33,85,28,,,33,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI DATA ANALYST,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,PROFESSIONAL SERVICES,APPLIED SCIENTIST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,SOME COLLEGE,MALE,WHITE,EDUCATIONAL INSTITUTION,MANUFACTURING,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,23,23,28,28,30,28,30,27,33,30,35,29,35,32,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS",AI DATA ANALYST,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,BUSINESS ANALYST,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,HOSPITALITY,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,"AI DATA ANALYST,PROMPT ENGINEER,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,FOOD & BEVERAGE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,76,32,,82,100,31,50,57,61,57,40,21,61,73,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)","PROMPT ENGINEER,AI ETHICIST",,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,GOVERNMENT,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI ETHICIST,MACHINE MANAGER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ELECTRONICS,BUSINESS ANALYST,IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,TRANSPORTATION & LOGISTICS,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,52,41,59,71,55,63,89,43,87,100,64,91,73,50,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS",AI DATA ANALYST,,,
UNITED STATES,26-41,SOME COLLEGE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,LATINE/HISPANIC,COMMERCIAL (FOR-PROFIT) ENTITY,RETAIL,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,22,,,28,,,,,,76,,,,,LESS,NOT CURRENTLY USING,NONE OF THESE,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,EAST ASIAN,EDUCATIONAL INSTITUTION,HEALTHCARE,OTHER (PLEASE INDICATE BELOW),IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,MANUFACTURING,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,19,23,21,17,24,30,25,24,28,26,22,26,22,28,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS",COMPUTER VISION ENGINEER,,,
UNITED STATES,26-41,SOME COLLEGE,FEMALE,WHITE,GOVERNMENT AGENCY,MANUFACTURING,SYSTEM ADMINISTRATOR,DATA SCIENCE PRACTITIONER,,19,28,24,28,25,29,25,28,25,25,29,27,28,26,THE SAME AMOUNT,AUTOMATING TASKS,AI AUDITOR,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,MANUFACTURING,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,MACHINE MANAGER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,TRANSPORTATION & LOGISTICS,SYSTEM ADMINISTRATOR,DATA SCIENCE PRACTITIONER,,55,71,45,33,65,32,72,46,78,100,39,76,27,28,THE SAME AMOUNT,AUTOMATING TASKS,AI AUDITOR,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ELECTRONICS,RESEARCH SCIENTIST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,MANUFACTURING,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,24,29,27,32,26,33,29,30,29,27,31,25,33,31,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI DATA ANALYST,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MEDIA,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,AGRICULTURE,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,SOME COLLEGE,MALE,WHITE,GOVERNMENT AGENCY,MANUFACTURING,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,SOME COLLEGE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,MANUFACTURING,RESEARCH SCIENTIST,IT ADMIN / INFORMATION SECURITY,PROMPT ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,BIG DATA ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,MACHINE MANAGER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,32,38,58,37,46,33,61,41,49,55,31,36,19,43,THE SAME AMOUNT,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)","AI DATA ANALYST,AI AUDITOR",,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,20,14,12,12,12,11,17,13,11,12,10,14,12,14,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)","AI ENGINEER,AI AUDITOR",,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENTERTAINMENT,BUSINESS ANALYST,IT ADMIN / INFORMATION SECURITY,"AI AUDITOR,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,MANUFACTURING,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,AI AUDITOR",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,RESEARCH SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,MACHINE MANAGER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ELECTRONICS,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,53,27,52,39,63,37,52,70,33,83,29,83,41,43,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS","PROMPT ENGINEER,COMPUTER VISION ENGINEER",,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,ML ENGINEER,IT ADMIN / INFORMATION SECURITY,AI DATA ANALYST,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ELECTRONICS,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,43,50,72,31,65,34,68,41,64,88,56,63,52,33,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS",NONE OF THESE,,,
UNITED STATES,42-57,DOCTORAL DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,RESEARCH SCIENTIST,OTHER,,88,,34,70,82,98,,72,11,60,,,3,3,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,BIG DATA ENGINEER",,,
